Date,Open,High,Low,Close,Adj Close,Volume
2021-07-20,78500.000000,79000.000000,78400.000000,79000.000000,77870.242188,12456646
2021-07-21,79000.000000,79100.000000,78500.000000,78500.000000,77377.390625,12355296
2021-07-22,79000.000000,79800.000000,78900.000000,79700.000000,78560.226563,12618790
2021-07-23,79700.000000,79900.000000,79200.000000,79300.000000,78165.945313,9098910
2021-07-26,79400.000000,79500.000000,78800.000000,78800.000000,77673.101563,10040975
2021-07-27,79200.000000,79400.000000,78500.000000,78500.000000,77377.390625,11427693
2021-07-28,78300.000000,79200.000000,78100.000000,79200.000000,78067.382813,12743417
2021-07-29,78800.000000,79400.000000,78800.000000,79000.000000,77870.242188,14360453
2021-07-30,78900.000000,78900.000000,78500.000000,78500.000000,77377.390625,13823411
2021-08-02,79200.000000,79500.000000,78700.000000,79300.000000,78165.945313,11739124
2021-08-03,79400.000000,81400.000000,79300.000000,81400.000000,80235.921875,24339360
2021-08-04,82200.000000,83100.000000,81800.000000,82900.000000,81714.460938,25642368
2021-08-05,83300.000000,83300.000000,82000.000000,82100.000000,80925.906250,18485469
2021-08-06,81900.000000,82500.000000,81300.000000,81500.000000,80334.492188,13342623
2021-08-09,81500.000000,82300.000000,80900.000000,81500.000000,80334.492188,15522581
2021-08-10,82300.000000,82400.000000,80100.000000,80200.000000,79053.078125,20362639
2021-08-11,79600.000000,79800.000000,78500.000000,78500.000000,77377.390625,30241137
2021-08-12,77100.000000,78200.000000,76900.000000,77000.000000,75898.843750,42365223
2021-08-13,75800.000000,76000.000000,74100.000000,74400.000000,73336.015625,61270643
2021-08-17,74000.000000,75100.000000,74000.000000,74200.000000,73138.882813,30944847
2021-08-18,73900.000000,74600.000000,73100.000000,73900.000000,72843.179688,29192631
2021-08-19,73500.000000,74400.000000,73100.000000,73100.000000,72054.617188,22166298
2021-08-20,73500.000000,73900.000000,72500.000000,72700.000000,71660.335938,22364803
2021-08-23,73300.000000,74000.000000,73000.000000,73300.000000,72251.750000,19384648
2021-08-24,73900.000000,75700.000000,73900.000000,75600.000000,74518.859375,21016913
2021-08-25,76200.000000,76600.000000,74900.000000,75700.000000,74617.429688,22319664
2021-08-26,76100.000000,76200.000000,74600.000000,74600.000000,73533.164063,16671494
2021-08-27,74300.000000,75000.000000,73800.000000,74300.000000,73237.453125,15172748
2021-08-30,75400.000000,75500.000000,74200.000000,74600.000000,73533.164063,12686999
2021-08-31,74900.000000,76700.000000,74300.000000,76700.000000,75603.132813,24630370
2021-09-01,76700.000000,77100.000000,75900.000000,76800.000000,75701.710938,16114775
2021-09-02,76800.000000,76800.000000,75700.000000,76000.000000,74913.132813,15347486
2021-09-03,76400.000000,76700.000000,76000.000000,76600.000000,75504.562500,12096419
2021-09-06,76800.000000,77600.000000,76600.000000,77300.000000,76194.554688,12861180
2021-09-07,77100.000000,77100.000000,75900.000000,76100.000000,75011.710938,13239401
2021-09-08,76000.000000,76400.000000,75600.000000,76300.000000,75208.859375,11798147
2021-09-09,76400.000000,76600.000000,75000.000000,75300.000000,74223.148438,17600770
2021-09-10,75300.000000,75600.000000,74800.000000,75300.000000,74223.148438,10103212
2021-09-13,75200.000000,76300.000000,75100.000000,76300.000000,75208.859375,11397775
2021-09-14,77100.000000,77700.000000,76600.000000,76600.000000,75504.562500,18167057
2021-09-15,77400.000000,77400.000000,76400.000000,77000.000000,75898.843750,12829128
2021-09-16,77300.000000,77400.000000,76100.000000,76100.000000,75011.710938,13067622
2021-09-17,76300.000000,77200.000000,75900.000000,77200.000000,76095.984375,16289502
2021-09-23,77500.000000,77600.000000,76800.000000,77400.000000,76293.125000,17055590
2021-09-24,77600.000000,77700.000000,77100.000000,77300.000000,76194.554688,12247274
2021-09-27,77300.000000,77700.000000,77000.000000,77700.000000,76588.828125,11699798
2021-09-28,77700.000000,77800.000000,76200.000000,76300.000000,75208.859375,15406382
2021-09-29,74800.000000,75300.000000,73800.000000,74100.000000,73387.531250,23992458
2021-09-30,74300.000000,74800.000000,73700.000000,74100.000000,73387.531250,19919361
2021-10-01,73900.000000,74000.000000,72900.000000,73200.000000,72496.179688,15803395
2021-10-05,73000.000000,73000.000000,71400.000000,72200.000000,71505.804688,24013921
2021-10-06,72600.000000,72800.000000,71200.000000,71300.000000,70614.453125,18956962
2021-10-07,71600.000000,72100.000000,71300.000000,71600.000000,70911.562500,13683532
2021-10-08,72300.000000,72400.000000,71500.000000,71500.000000,70812.531250,14043287
2021-10-12,70700.000000,70900.000000,68700.000000,69000.000000,68336.570313,31001484
2021-10-13,68700.000000,69600.000000,68300.000000,68800.000000,68138.492188,24172015
2021-10-14,69000.000000,69800.000000,68800.000000,69400.000000,68732.726563,19520641
2021-10-15,70200.000000,71000.000000,70000.000000,70100.000000,69425.992188,18051612
2021-10-18,70200.000000,70300.000000,69200.000000,70200.000000,69525.031250,13486391
2021-10-19,70800.000000,71000.000000,70400.000000,70600.000000,69921.187500,9507991
2021-10-20,70700.000000,71000.000000,70200.000000,70300.000000,69624.070313,10151638
2021-10-21,70300.000000,70600.000000,70000.000000,70200.000000,69525.031250,10891094
2021-10-22,70000.000000,70700.000000,70000.000000,70400.000000,69723.101563,8395448
2021-10-25,69900.000000,70600.000000,69500.000000,70200.000000,69525.031250,10029621
2021-10-26,70600.000000,71500.000000,70400.000000,71100.000000,70416.382813,10528252
2021-10-27,71000.000000,71000.000000,70000.000000,70100.000000,69425.992188,10295316
2021-10-28,69500.000000,72200.000000,69500.000000,70700.000000,70020.226563,20644902
2021-10-29,71200.000000,71600.000000,69700.000000,69800.000000,69128.875000,17016151
2021-11-01,70200.000000,70600.000000,69900.000000,69900.000000,69227.914063,11503729
2021-11-02,70800.000000,72200.000000,70700.000000,71500.000000,70812.531250,16812570
2021-11-03,71700.000000,71700.000000,70100.000000,70400.000000,69723.101563,12770428
2021-11-04,71200.000000,71600.000000,70500.000000,70600.000000,69921.187500,11818987
2021-11-05,71600.000000,71600.000000,70200.000000,70200.000000,69525.031250,12667743
2021-11-08,70400.000000,70600.000000,69800.000000,70600.000000,69921.187500,11121981
2021-11-09,70300.000000,71000.000000,70100.000000,70500.000000,69822.148438,11159589
2021-11-10,70300.000000,70900.000000,70200.000000,70200.000000,69525.031250,9422009
2021-11-11,69900.000000,70000.000000,69600.000000,69900.000000,69227.914063,11489122
2021-11-12,70200.000000,70900.000000,69900.000000,70600.000000,69921.187500,10087450
2021-11-15,71700.000000,71900.000000,70900.000000,71400.000000,70713.492188,12420710
2021-11-16,71500.000000,72000.000000,71300.000000,71300.000000,70614.453125,10919239
2021-11-17,71300.000000,71600.000000,70600.000000,70700.000000,70020.226563,11027606
2021-11-18,70700.000000,71000.000000,70200.000000,70200.000000,69525.031250,10144957
2021-11-19,70400.000000,71400.000000,70100.000000,71200.000000,70515.414063,11954728
2021-11-22,73300.000000,75200.000000,73000.000000,74900.000000,74179.835938,27506623
2021-11-23,76000.000000,76000.000000,74500.000000,75300.000000,74575.992188,22029195
2021-11-24,76000.000000,76200.000000,74100.000000,74800.000000,74080.796875,15652305
2021-11-25,75100.000000,75100.000000,73600.000000,73700.000000,72991.375000,12559258
2021-11-26,73500.000000,74100.000000,72000.000000,72300.000000,71604.843750,13002242
2021-11-29,71700.000000,73000.000000,71400.000000,72300.000000,71604.843750,16682559
2021-11-30,73200.000000,73900.000000,70500.000000,71300.000000,70614.453125,30364841
2021-12-01,72000.000000,74800.000000,71600.000000,74400.000000,73684.640625,21954856
2021-12-02,73900.000000,75800.000000,73800.000000,75800.000000,75071.187500,23652940
2021-12-03,75600.000000,76000.000000,74100.000000,75600.000000,74873.109375,18330240
2021-12-06,75100.000000,76700.000000,74900.000000,76300.000000,75566.382813,16391250
2021-12-07,76100.000000,77700.000000,75600.000000,77400.000000,76655.804688,19232453
2021-12-08,78300.000000,78600.000000,77100.000000,77400.000000,76655.804688,21558340
2021-12-09,77400.000000,78200.000000,77000.000000,78200.000000,77448.109375,21604528
2021-12-10,77400.000000,77600.000000,76800.000000,76900.000000,76160.609375,9155219
2021-12-13,77200.000000,78300.000000,76500.000000,76800.000000,76061.578125,15038750
2021-12-14,76500.000000,77200.000000,76200.000000,77000.000000,76259.648438,10976660
2021-12-15,76400.000000,77600.000000,76300.000000,77600.000000,76853.882813,9584939
2021-12-16,78500.000000,78500.000000,77400.000000,77800.000000,77051.953125,11996128
2021-12-17,76800.000000,78000.000000,76800.000000,78000.000000,77250.039063,13108479
2021-12-20,77600.000000,77800.000000,76800.000000,77100.000000,76358.687500,11264375
2021-12-21,77900.000000,78300.000000,77500.000000,78100.000000,77349.070313,14245298
2021-12-22,78900.000000,79400.000000,78800.000000,79400.000000,78636.570313,17105892
2021-12-23,79800.000000,80000.000000,79300.000000,79900.000000,79131.765625,13577498
2021-12-24,80200.000000,80800.000000,80200.000000,80500.000000,79725.992188,12086380
2021-12-27,80600.000000,80600.000000,79800.000000,80200.000000,79428.882813,10783368
2021-12-28,80200.000000,80400.000000,79700.000000,80300.000000,79527.921875,18226325
2021-12-29,80200.000000,80200.000000,78500.000000,78800.000000,78394.773438,19794795
2021-12-30,78900.000000,79500.000000,78100.000000,78300.000000,77897.343750,14236700
2022-01-04,78800.000000,79200.000000,78300.000000,78700.000000,78295.289063,12427416
2022-01-05,78800.000000,79000.000000,76400.000000,77400.000000,77001.976563,25470640
2022-01-06,76700.000000,77600.000000,76600.000000,76900.000000,76504.546875,12931954
2022-01-07,78100.000000,78400.000000,77400.000000,78300.000000,77897.343750,15163757
2022-01-10,78100.000000,78100.000000,77100.000000,78000.000000,77598.890625,9947422
2022-01-11,78400.000000,79000.000000,78000.000000,78900.000000,78494.257813,13221123
2022-01-12,79500.000000,79600.000000,78600.000000,78900.000000,78494.257813,11000502
2022-01-13,79300.000000,79300.000000,77900.000000,77900.000000,77499.406250,13889401
2022-01-14,77700.000000,78100.000000,77100.000000,77300.000000,76902.492188,10096725
2022-01-17,77600.000000,77800.000000,76900.000000,77500.000000,77101.460938,8785122
2022-01-18,77600.000000,77800.000000,76600.000000,77000.000000,76604.031250,9592788
2022-01-19,76500.000000,76900.000000,76100.000000,76300.000000,75907.632813,10598290
2022-01-20,76200.000000,76700.000000,75900.000000,76500.000000,76106.601563,9708168
2022-01-21,75800.000000,75800.000000,74700.000000,75600.000000,75211.234375,15774888
2022-01-24,75400.000000,75800.000000,74700.000000,75100.000000,74713.804688,13691134
2022-01-25,74800.000000,75000.000000,73200.000000,74000.000000,73619.460938,17766704
2022-01-26,74000.000000,74000.000000,74000.000000,74000.000000,73619.460938,0
2022-01-27,73800.000000,74000.000000,71300.000000,71300.000000,70933.343750,22274777
2022-01-28,71300.000000,73700.000000,71200.000000,73300.000000,72923.054688,21367447
2022-02-03,74900.000000,74900.000000,73300.000000,73300.000000,72923.054688,17744721
2022-02-04,74300.000000,74600.000000,73400.000000,74000.000000,73619.460938,12730034
2022-02-07,73500.000000,73600.000000,72400.000000,73000.000000,72624.601563,14240838
2022-02-08,73000.000000,73000.000000,73000.000000,73000.000000,72624.601563,0
2022-02-09,73000.000000,73000.000000,73000.000000,73000.000000,72624.601563,0
2022-02-10,75600.000000,75800.000000,74700.000000,75400.000000,75012.257813,17746033
2022-02-11,75000.000000,75500.000000,74600.000000,74900.000000,74514.828125,12205407
2022-02-14,74400.000000,74500.000000,73100.000000,73700.000000,73321.000000,13993255
2022-02-15,74100.000000,74200.000000,73100.000000,73700.000000,73321.000000,9320365
2022-02-16,74600.000000,74900.000000,74200.000000,74800.000000,74415.343750,10767386
2022-02-17,75000.000000,75600.000000,74500.000000,75000.000000,74614.312500,13605382
2022-02-18,74600.000000,74800.000000,73700.000000,74300.000000,73917.914063,10122226
2022-02-21,74300.000000,74300.000000,74300.000000,74300.000000,73917.914063,0
2022-02-22,74300.000000,74300.000000,74300.000000,74300.000000,73917.914063,0
2022-02-23,74300.000000,74300.000000,74300.000000,74300.000000,73917.914063,0
2022-02-24,72300.000000,72300.000000,71300.000000,71500.000000,71132.312500,15759283
2022-02-25,72100.000000,72600.000000,71900.000000,71900.000000,71530.257813,13168484
2022-02-28,71900.000000,71900.000000,71900.000000,71900.000000,71530.257813,0
2022-03-02,72300.000000,72400.000000,71500.000000,71700.000000,71331.289063,12481430
2022-03-03,72300.000000,73100.000000,72200.000000,72900.000000,72525.117188,13232638
2022-03-04,72900.000000,72900.000000,72900.000000,72900.000000,72525.117188,0
2022-03-07,70000.000000,70600.000000,69900.000000,70100.000000,69739.515625,18617138
2022-03-08,68800.000000,70000.000000,68700.000000,69500.000000,69142.601563,15828269
2022-03-10,69500.000000,69500.000000,69500.000000,69500.000000,69142.601563,0
2022-03-11,70500.000000,70700.000000,69700.000000,70000.000000,69640.031250,15787655
2022-03-14,70000.000000,70200.000000,69600.000000,70200.000000,69839.000000,9040993
2022-03-15,70200.000000,70200.000000,70200.000000,70200.000000,69839.000000,0
2022-03-16,70200.000000,70500.000000,69700.000000,70400.000000,70037.968750,10175750
2022-03-17,70400.000000,70400.000000,70400.000000,70400.000000,70037.968750,0
2022-03-18,70600.000000,70900.000000,70200.000000,70700.000000,70336.429688,14410038
2022-03-21,70900.000000,71000.000000,69900.000000,69900.000000,69540.539063,11169002
2022-03-22,69900.000000,70500.000000,69900.000000,70300.000000,69938.484375,9402666
2022-03-23,70600.000000,71200.000000,70300.000000,70500.000000,70137.460938,12398025
2022-03-24,69600.000000,70300.000000,69600.000000,69800.000000,69441.054688,37943357
2022-03-25,70100.000000,70200.000000,69600.000000,69800.000000,69441.054688,12986010
2022-03-28,69500.000000,69900.000000,69200.000000,69700.000000,69341.570313,12619289
2022-03-29,70000.000000,70300.000000,69800.000000,70200.000000,69839.000000,13686208
2022-03-30,70300.000000,70500.000000,69800.000000,69900.000000,69900.000000,12670187
2022-03-31,69900.000000,70200.000000,69600.000000,69600.000000,69600.000000,12510366
2022-04-01,69500.000000,69500.000000,69000.000000,69100.000000,69100.000000,15916846
2022-04-04,68900.000000,69300.000000,68600.000000,69300.000000,69300.000000,11107905
2022-04-05,69400.000000,69600.000000,69100.000000,69200.000000,69200.000000,8467248
2022-04-06,68600.000000,68800.000000,68500.000000,68500.000000,68500.000000,15517308
2022-04-07,68500.000000,68500.000000,68000.000000,68000.000000,68000.000000,20683327
2022-04-08,68100.000000,68300.000000,67700.000000,67800.000000,67800.000000,15453191
2022-04-11,67800.000000,68100.000000,67400.000000,67900.000000,67900.000000,12263735
2022-04-12,67600.000000,67700.000000,67000.000000,67000.000000,67000.000000,13924389
2022-04-13,67300.000000,69000.000000,67200.000000,68700.000000,68700.000000,17378619
2022-04-14,68700.000000,68700.000000,67500.000000,67500.000000,67500.000000,16409494
2022-04-15,67200.000000,67300.000000,66500.000000,66600.000000,66600.000000,13176415
2022-04-18,66500.000000,67100.000000,66100.000000,66700.000000,66700.000000,10119203
2022-04-19,67100.000000,68000.000000,67000.000000,67300.000000,67300.000000,12959434
2022-04-20,67000.000000,67400.000000,66500.000000,67400.000000,67400.000000,16693293
2022-04-21,67600.000000,68300.000000,67500.000000,67700.000000,67700.000000,12847448
2022-04-22,67200.000000,67300.000000,66700.000000,67000.000000,67000.000000,11791478
2022-04-25,66500.000000,66700.000000,66300.000000,66300.000000,66300.000000,11016474
2022-04-26,66400.000000,66700.000000,66100.000000,66100.000000,66100.000000,12946923
2022-04-27,65400.000000,65500.000000,64900.000000,65000.000000,65000.000000,18122084
2022-04-28,65400.000000,65500.000000,64500.000000,64800.000000,64800.000000,16895527
2022-04-29,65100.000000,67600.000000,65000.000000,67400.000000,67400.000000,26190390
2022-05-02,66600.000000,67600.000000,66500.000000,67300.000000,67300.000000,14106184
2022-05-03,67400.000000,68400.000000,67300.000000,67500.000000,67500.000000,14168875
2022-05-04,68000.000000,68400.000000,67500.000000,67900.000000,67900.000000,11505248
2022-05-06,67000.000000,67100.000000,66500.000000,66500.000000,66500.000000,14356156
2022-05-10,65900.000000,66300.000000,65300.000000,65700.000000,65700.000000,17235605
2022-05-11,65500.000000,66300.000000,65200.000000,65700.000000,65700.000000,12330920
2022-05-12,65200.000000,65500.000000,64900.000000,64900.000000,64900.000000,16414188
2022-05-13,65300.000000,66700.000000,65200.000000,66500.000000,66500.000000,14551536
2022-05-16,67100.000000,67400.000000,66100.000000,66300.000000,66300.000000,11937555
2022-05-17,66600.000000,67900.000000,66600.000000,67600.000000,67600.000000,15680447
2022-05-18,68300.000000,68700.000000,67600.000000,68100.000000,68100.000000,16486319
2022-05-19,66500.000000,67600.000000,66500.000000,67500.000000,67500.000000,17073727
2022-05-20,67800.000000,68400.000000,67700.000000,68000.000000,68000.000000,12109671
2022-05-23,68800.000000,68800.000000,67600.000000,67900.000000,67900.000000,13684088
2022-05-24,67500.000000,67700.000000,66500.000000,66500.000000,66500.000000,15482576
2022-05-25,66700.000000,67100.000000,65900.000000,66400.000000,66400.000000,15150490
2022-05-26,66300.000000,67200.000000,65500.000000,65900.000000,65900.000000,15970890
2022-05-27,66700.000000,66900.000000,66200.000000,66500.000000,66500.000000,11405555
2022-05-30,67500.000000,67800.000000,66900.000000,67700.000000,67700.000000,14255484
2022-05-31,67500.000000,67500.000000,66700.000000,67400.000000,67400.000000,24365002
